Integration Time,25
Timestamp,2019-03-04 08_37_33.457000
Note,
Temperature,10.00
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785.0
Laser Enable,True
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,2019-03-04 08:37:33 Toluene 10x25ms Spectrum,2019-03-04 08:37:51 Cyclohexane 10x25ms Spectrum,2019-03-04 08:38:24 Benzene 10x10ms Spectrum,2019-03-04 08:39:05 BMSB 10x5ms Spectrum,2019-03-04 08:39:49 Caffeine 10x50ms Spectrum,2019-03-04 08:40:06 AmmoniumNitrate 10x50ms Spectrum,2019-03-04 08:40:25 Isopropanol 10x50ms Spectrum,2019-03-04 08:40:43 Acetaminophen 10x50ms Spectrum,2019-03-04 08:41:02 Acetone 10x50ms Spectrum,2019-03-04 08:41:36 CoconutOil 10x100ms Spectrum,2019-03-04 08:41:51 Methanol 10x100ms Spectrum,2019-03-04 08:42:09 MineralOil 10x100ms Spectrum,2019-03-04 08:43:30 Fructose 10x300ms Spectrum,2019-03-04 08:43:50 Sugar 10x300ms Spectrum,2019-03-04 08:44:24 Sucrose 10x300ms Spectrum,2019-03-04 08:44:45 AmmoniumChloride 10x300ms Spectrum,2019-03-04 08:46:11 GlucoseSolution 10x1000ms Spectrum
562,877.80,1346.67,270.80,1201.70,32.80,1186.60,6925.60,723.90,1534.30,10847.70,901.60,5540.80,623.90,4548.60,10209.20,15786.70,6973.90,6662.10,4261.40
563,877.92,1348.32,267.60,1211.00,30.90,1081.20,7204.40,727.30,1420.60,10841.40,997.60,5545.30,649.10,4563.00,9867.10,15996.20,7088.20,6630.10,4239.00
564,878.05,1349.96,280.30,1123.50,37.70,1023.90,7669.70,757.20,1318.20,10829.60,1090.40,5492.70,650.50,4523.00,9464.70,15862.60,7038.30,6647.90,4352.20
565,878.18,1351.61,287.70,1040.10,48.20,967.40,8393.50,738.40,1202.30,10919.80,1169.00,5414.80,686.00,4495.20,8925.80,15574.10,6787.80,6700.20,4442.40
566,878.30,1353.25,298.60,933.60,45.50,932.60,9343.70,767.70,1125.90,11144.40,1264.20,5436.90,682.20,4445.90,8481.50,15122.60,6441.20,6684.30,4574.90
567,878.43,1354.89,328.20,825.90,38.40,895.30,10359.90,764.30,1051.80,11399.10,1309.90,5435.80,699.50,4419.30,8001.70,14673.30,6136.80,6666.90,4606.60
568,878.56,1356.53,348.30,713.50,45.80,873.10,11276.60,772.90,1013.30,11736.10,1329.20,5420.30,731.50,4368.00,7692.10,14414.90,5970.50,6672.50,4714.90
569,878.68,1358.17,372.10,624.20,46.00,868.70,11950.50,770.10,972.60,12272.40,1307.50,5449.90,771.00,4342.30,7519.00,14488.60,5989.40,6742.40,4771.80
570,878.81,1359.81,408.90,514.10,48.00,839.00,12184.70,762.80,961.80,12849.90,1292.70,5479.70,768.40,4284.50,7258.40,14618.30,6089.80,6668.40,4856.00
571,878.93,1361.45,461.60,485.90,50.20,828.10,11951.80,761.00,949.30,13602.60,1266.10,5479.70,769.70,4155.00,7180.20,15019.80,6342.50,6642.30,4958.20
572,879.06,1363.08,496.80,415.80,47.60,837.70,11364.50,779.80,947.90,14518.30,1216.20,5538.50,826.80,4073.00,7214.90,15458.80,6688.70,6660.30,5010.00
573,879.19,1364.72,579.00,382.90,52.10,849.80,10418.00,781.70,948.60,15492.80,1180.90,5539.60,836.60,3882.60,7231.50,15812.50,6918.40,6660.30,5147.00
574,879.31,1366.35,643.60,326.70,54.90,875.60,9407.20,792.90,919.80,16504.90,1151.90,5550.90,870.50,3710.60,7375.60,15938.60,7051.70,6669.40,5077.90
575,879.44,1367.99,787.10,309.90,58.20,892.00,8440.60,800.90,913.30,17396.70,1161.30,5550.90,885.70,3509.30,7424.30,15912.40,7035.90,6666.30,5098.50
576,879.57,1369.62,965.20,290.20,52.90,927.10,7737.40,799.00,904.70,18021.70,1134.30,5529.50,916.10,3289.80,7609.70,15849.60,7015.60,6691.40,5113.90
577,879.69,1371.25,1218.50,269.30,59.90,955.70,7185.60,798.10,900.70,18192.10,1130.00,5529.20,933.50,3066.50,7609.00,15546.80,6810.40,6661.40,5097.60
578,879.82,1372.88,1562.70,270.60,41.00,1009.00,6900.00,815.60,912.20,17963.00,1159.40,5462.20,956.90,2864.50,7711.00,15386.00,6693.10,6646.90,4974.20
579,879.95,1374.51,1965.10,260.40,46.50,1047.50,6745.50,810.50,915.30,17227.50,1151.90,5385.70,978.40,2664.10,7718.00,15276.30,6638.70,6698.70,4904.70
580,880.07,1376.14,2321.90,243.00,46.70,1045.00,6737.90,792.40,918.20,16334.90,1148.30,5289.00,996.60,2457.90,7779.00,15098.30,6573.90,6721.20,4703.80
581,880.20,1377.77,2563.30,249.00,42.20,1042.30,6852.80,841.80,947.40,15343.80,1200.40,5293.20,1058.20,2309.00,7836.70,14939.80,6450.20,6653.20,4713.60
582,880.32,1379.39,2620.40,243.20,30.20,1011.00,6959.70,837.90,997.70,14238.80,1210.30,5219.40,1068.50,2087.90,7982.00,14658.30,6286.80,6728.20,4552.70
583,880.45,1381.02,2479.30,232.90,31.30,972.90,7080.90,845.20,1022.70,13205.30,1229.60,5123.10,1067.30,1888.40,8188.10,14281.80,5975.70,6720.20,4367.90
584,880.58,1382.64,2201.50,254.60,35.60,923.50,7230.90,849.50,1039.80,12508.80,1244.20,5040.00,1119.10,1717.70,8560.80,13932.80,5700.50,6844.40,4330.70
585,880.70,1384.27,1820.70,262.20,32.50,857.70,7340.30,873.00,1075.60,11822.70,1296.80,5037.90,1147.50,1545.50,8751.80,13449.30,5368.60,6909.00,4161.90
586,880.83,1385.89,1454.20,263.60,29.50,817.90,7500.30,881.00,1076.50,11341.50,1338.00,4971.90,1169.50,1398.90,9030.60,13119.70,5043.00,6974.40,3988.40
587,880.95,1387.51,1159.00,253.90,33.00,790.30,7580.00,906.70,1104.10,10898.80,1359.30,4947.50,1194.80,1284.40,9331.90,12752.20,4820.70,7132.80,3953.80
588,881.08,1389.13,954.50,268.00,36.80,766.10,7659.30,914.40,1111.20,10534.30,1434.30,4947.80,1233.60,1226.20,9597.20,12470.40,4591.60,7385.20,3858.50
589,881.20,1390.75,803.20,260.50,43.80,751.60,7759.60,915.80,1127.50,10265.20,1468.20,4895.90,1223.00,1111.80,9809.10,12243.10,4431.40,7700.00,3690.80
590,881.33,1392.37,701.00,272.90,42.30,745.20,7869.40,961.40,1161.70,10106.20,1530.00,4947.60,1273.90,1084.30,9973.10,12034.60,4284.70,8178.10,3585.40
591,881.46,1393.99,622.40,274.10,41.80,737.90,8013.60,990.10,1205.90,9931.90,1585.90,4939.70,1313.80,1069.30,10108.50,11910.40,4200.30,8846.10,3487.00
592,881.58,1395.60,565.50,286.50,55.50,736.20,8111.10,992.80,1234.60,9772.30,1635.90,4967.90,1370.00,1040.10,10161.30,11752.70,4124.90,9628.20,3326.00
593,881.71,1397.22,494.70,286.20,62.40,736.70,8261.20,1018.30,1300.80,9629.10,1717.10,4992.70,1366.40,1014.10,10228.70,11757.80,4127.30,10563.80,3230.40
594,881.83,1398.83,468.60,315.60,80.80,745.30,8438.80,1072.70,1341.40,9554.50,1808.10,5042.60,1401.70,1030.50,10152.30,11691.30,4095.80,11352.30,3183.20
595,881.96,1400.45,451.20,332.70,103.00,744.70,8611.40,1115.90,1412.40,9443.70,1913.80,5080.90,1426.50,1048.30,10031.00,11728.10,4177.80,11943.60,3056.80
596,882.08,1402.06,433.00,343.90,121.10,755.70,8762.10,1168.30,1467.30,9417.70,2013.30,5177.00,1463.70,1030.20,9911.70,11906.90,4263.20,12323.60,3043.60
597,882.21,1403.67,431.20,377.30,136.80,755.50,8783.50,1194.20,1513.30,9343.20,2128.20,5217.90,1513.70,1079.90,9703.20,11984.00,4342.00,12258.50,2956.70
598,882.33,1405.28,424.90,395.10,144.80,764.50,8867.60,1249.70,1579.10,9304.10,2273.70,5338.00,1547.40,1099.30,9548.00,12114.60,4536.10,11898.90,2919.70
599,882.46,1406.89,428.90,447.60,132.00,774.20,8870.00,1305.80,1642.30,9257.60,2433.40,5461.40,1559.80,1147.60,9398.70,12273.10,4662.40,11354.80,2871.60
600,882.58,1408.50,443.10,485.50,113.70,762.10,8775.70,1329.60,1654.20,9206.10,2591.90,5626.20,1594.40,1185.70,9235.00,12361.50,4700.20,10685.20,2783.70
601,882.71,1410.11,452.60,533.30,104.50,761.40,8646.20,1378.40,1709.50,9194.90,2801.00,5833.30,1608.20,1244.20,9101.30,12412.40,4751.60,10032.30,2835.70
602,882.84,1411.71,464.80,580.30,73.80,769.90,8426.90,1426.80,1713.50,9171.00,2997.50,6122.90,1638.60,1301.70,9115.90,12438.90,4765.10,9516.40,2810.30
603,882.96,1413.32,467.00,647.40,61.80,763.80,8137.30,1438.80,1739.70,9142.30,3227.40,6456.40,1662.90,1367.60,8918.60,12453.50,4799.10,9112.50,2746.00
604,883.09,1414.92,484.50,748.90,54.00,767.50,7805.40,1456.50,1760.80,9182.40,3431.80,6788.60,1667.80,1469.10,8781.20,12528.90,4858.30,8775.80,2714.00
605,883.21,1416.53,512.60,842.20,41.30,766.40,7432.30,1461.70,1736.90,9205.90,3629.40,7073.50,1744.70,1613.50,8654.50,12636.60,4951.20,8570.30,2723.90
606,883.34,1418.13,540.00,959.60,36.30,767.40,7092.00,1457.00,1747.90,9195.80,3847.00,7383.90,1770.60,1791.20,8463.10,12740.50,5058.40,8410.20,2720.70
607,883.46,1419.73,565.80,1096.40,27.60,780.30,6881.50,1420.50,1738.30,9277.50,4021.50,7655.90,1826.90,2041.20,8379.10,12861.30,5140.60,8330.70,2644.10
608,883.59,1421.33,597.10,1247.40,30.30,793.30,6739.50,1396.20,1764.50,9321.00,4128.70,7926.30,1858.00,2328.50,8275.40,12910.90,5207.20,8230.00,2612.70
609,883.71,1422.93,632.10,1416.60,30.90,795.50,6701.60,1347.40,1770.60,9363.70,4251.60,8240.10,1901.30,2796.40,8277.50,13042.60,5263.50,8161.80,2575.50
610,883.84,1424.53,662.50,1559.90,30.50,810.30,6775.50,1302.40,1773.10,9392.60,4341.00,8730.20,1971.50,3419.80,8248.20,13059.70,5328.70,8134.30,2568.40
611,883.96,1426.13,697.90,1732.60,30.60,817.20,6874.90,1278.40,1813.90,9437.20,4409.90,9353.50,2032.30,4269.70,8272.50,13028.40,5304.00,8027.30,2527.30
612,884.09,1427.72,729.60,1884.10,33.20,849.30,6965.60,1244.00,1845.20,9499.50,4460.70,10246.10,2109.50,5426.40,8310.70,13053.50,5279.50,7897.50,2517.30
613,884.21,1429.32,771.60,2082.60,37.50,875.10,7018.00,1173.40,1883.90,9514.40,4466.60,11341.30,2208.00,6860.70,8323.00,12949.80,5228.90,7751.90,2525.70
614,884.33,1430.91,804.20,2301.40,36.10,913.20,7083.00,1137.00,1918.80,9546.60,4417.40,12579.00,2272.00,8473.60,8285.60,12920.70,5230.70,7628.40,2392.20
615,884.46,1432.51,831.90,2615.30,33.10,965.20,7127.10,1096.70,2005.00,9612.80,4404.40,13998.80,2417.50,10265.60,8239.60,12873.90,5160.20,7481.20,2404.10
616,884.58,1434.10,856.30,2992.00,39.90,1015.50,7136.40,1073.50,2095.10,9626.50,4347.30,15319.20,2597.30,11963.70,8214.80,12875.50,5170.90,7454.50,2437.00
617,884.71,1435.69,882.10,3487.90,31.40,1061.10,7149.10,1047.30,2212.70,9695.30,4235.30,16483.30,2741.00,13521.70,8034.10,12671.30,5063.90,7229.00,2392.80
618,884.83,1437.28,898.00,4104.80,38.50,1109.50,7208.60,1027.90,2349.00,9773.80,4127.80,17401.50,2983.10,14747.80,7893.70,12589.10,5031.80,7140.20,2368.70
619,884.96,1438.87,912.70,4743.00,24.50,1140.10,7313.20,1010.40,2544.30,9847.80,3988.50,17917.40,3274.20,15639.30,7792.60,12463.90,4961.70,7081.60,2400.80
620,885.08,1440.46,886.60,5295.90,36.10,1149.80,7380.90,967.90,2787.60,9868.30,3795.90,18078.20,3614.20,16159.00,7607.70,12328.50,4875.80,6929.40,2404.10
621,885.21,1442.05,903.40,5736.50,41.30,1148.30,7516.10,975.50,3140.80,9964.00,3651.20,17965.20,4016.60,16518.10,7570.60,12243.40,4825.50,6847.20,2456.50
622,885.33,1443.64,872.80,5885.80,35.90,1149.80,7642.30,966.60,3561.80,10000.00,3451.30,17611.40,4496.20,16525.50,7623.90,12080.70,4699.00,6698.50,2382.10
623,885.45,1445.22,867.00,5725.90,32.40,1144.60,7794.50,950.80,4062.30,9963.40,3260.10,17186.60,4961.30,16356.90,7879.00,11963.00,4650.40,6560.60,2490.80
624,885.58,1446.81,847.20,5385.00,36.90,1171.70,7902.50,945.70,4554.10,9905.20,3071.40,16704.10,5440.10,16169.80,8454.10,11967.50,4637.20,6468.20,2582.00
625,885.70,1448.39,818.30,4810.10,38.60,1205.10,8009.70,968.60,5052.20,9793.90,2858.70,16376.00,5858.90,15876.20,9189.70,12036.30,4732.20,6350.00,2674.70
626,885.83,1449.97,804.90,4183.20,36.90,1280.00,8158.10,990.20,5437.20,9690.40,2712.80,16052.30,6174.40,15654.10,10003.60,12257.40,4836.80,6175.00,2766.40
627,885.95,1451.55,767.20,3558.90,35.70,1367.80,8192.70,1000.90,5613.30,9502.00,2521.50,15698.70,6281.50,15328.40,10674.60,12696.10,5212.10,6070.80,3015.90
628,886.08,1453.14,761.80,3049.30,35.70,1456.50,8315.80,1018.50,5670.20,9333.50,2368.50,15454.10,6387.30,15113.10,11059.20,13465.00,5803.30,5959.70,3104.70
629,886.20,1454.72,733.90,2583.00,34.90,1548.30,8375.10,1045.40,5505.00,9170.00,2258.50,15132.00,6363.90,14843.40,11110.90,14562.90,6599.70,5833.60,3306.00
630,886.32,1456.29,708.90,2231.20,38.50,1592.00,8385.60,1061.80,5237.40,9016.30,2128.40,14788.90,6281.60,14531.70,10910.60,15894.60,7541.50,5740.20,3526.20
631,886.45,1457.87,693.10,1952.60,40.70,1602.40,8384.40,1054.80,4906.30,8873.10,1990.30,14339.40,6172.10,14055.30,10482.30,17179.20,8489.40,5663.60,3648.70
632,886.57,1459.45,675.50,1749.50,39.60,1540.50,8361.50,1081.60,4529.50,8733.00,1912.10,13742.20,6074.60,13371.80,10101.40,18217.10,9260.10,5608.70,3789.20
633,886.70,1461.02,640.60,1632.60,42.60,1440.50,8327.70,1064.90,4207.90,8625.40,1821.10,13130.10,6050.30,12591.10,10193.00,18751.00,9586.30,5608.50,3828.30
634,886.82,1462.60,628.00,1553.90,47.70,1315.90,8314.70,1069.50,3888.10,8567.80,1723.20,12392.50,6020.60,11658.40,10952.40,18638.40,9515.40,5559.50,3723.20
635,886.94,1464.17,608.90,1461.30,44.30,1185.70,8272.00,1038.50,3578.60,8417.80,1623.20,11621.20,5937.90,10582.40,12490.40,17907.00,8981.00,5558.80,3665.90
636,887.07,1465.75,600.30,1365.30,49.20,1074.50,8259.00,1005.20,3330.20,8399.70,1546.30,10824.20,5841.10,9400.10,14491.50,16816.80,8140.90,5515.10,3540.70
637,887.19,1467.32,582.90,1268.10,49.20,986.40,8197.90,989.80,3059.40,8297.70,1465.00,10126.00,5795.70,8377.40,16579.00,15481.70,7232.90,5490.70,3365.30
638,887.31,1468.89,566.10,1125.50,50.80,960.20,8173.40,946.50,2808.50,8260.10,1408.50,9447.30,5723.20,7333.00,18188.10,14413.80,6445.10,5512.20,3095.60
639,887.44,1470.46,548.70,990.10,60.00,948.60,8089.00,928.80,2544.20,8212.50,1350.70,8793.80,5634.30,6369.90,18673.00,13465.30,5725.30,5474.00,2932.70
640,887.56,1472.03,517.50,844.60,59.70,960.90,8004.00,896.30,2294.50,8172.00,1277.60,8143.40,5489.90,5496.60,17988.20,12754.60,5209.90,5473.40,2748.20
641,887.68,1473.59,509.50,764.50,68.00,995.60,7944.40,890.30,2064.00,8141.90,1236.20,7625.50,5360.90,4751.00,16284.90,12224.00,4832.40,5468.40,2580.30
642,887.81,1475.16,492.20,676.40,76.50,1045.20,7775.30,877.80,1842.10,8059.70,1190.50,7135.70,5219.70,4104.60,13874.10,11753.40,4543.40,5482.70,2361.60
643,887.93,1476.73,495.90,641.50,75.40,1105.70,7681.60,838.70,1618.90,8007.00,1115.80,6764.00,5146.90,3606.90,11477.50,11286.30,4220.70,5478.80,2214.70
644,888.06,1478.29,469.30,590.00,78.90,1156.40,7550.90,838.30,1449.50,7980.80,1098.40,6343.40,4953.50,3143.20,9316.40,10758.50,3807.60,5438.70,2126.80
645,888.18,1479.86,459.80,565.40,76.40,1201.70,7504.70,828.10,1283.70,7925.50,1058.00,6063.30,4790.70,2803.10,7805.30,10252.30,3497.20,5463.10,1964.60
646,888.30,1481.42,447.50,541.50,70.00,1222.30,7450.20,795.00,1160.30,7884.20,994.60,5795.60,4631.30,2486.90,6825.80,9785.40,3173.20,5445.10,1823.20
647,888.43,1482.98,440.30,527.20,73.20,1210.00,7426.50,801.00,1075.90,7889.10,969.80,5545.90,4439.10,2271.80,6187.90,9376.40,2881.80,5452.10,1792.80
648,888.55,1484.54,439.10,503.00,77.70,1158.30,7409.00,782.80,983.30,7849.70,943.10,5382.20,4245.00,2056.00,5825.40,9042.10,2641.00,5459.30,1747.20
649,888.67,1486.10,450.10,490.70,62.80,1094.50,7384.80,775.70,895.10,7864.30,928.10,5230.30,4087.10,1884.60,5603.20,8827.00,2520.70,5454.00,1723.90
650,888.79,1487.66,466.10,457.00,61.00,1019.70,7364.90,762.70,834.90,7833.10,896.70,5074.70,3896.70,1743.20,5459.00,8677.00,2427.50,5444.10,1672.80
651,888.92,1489.22,482.60,422.90,58.90,944.60,7344.50,749.60,774.30,7801.50,864.80,4918.50,3705.50,1601.40,5314.40,8526.50,2334.10,5433.70,1621.80
652,889.04,1490.77,499.70,382.70,58.10,893.10,7279.40,749.80,714.80,7799.80,826.70,4836.00,3550.00,1517.60,5269.60,8394.30,2272.60,5454.00,1529.20
653,889.16,1492.33,508.40,364.30,57.30,860.50,7180.20,745.50,690.70,7812.90,823.70,4734.20,3390.20,1407.70,5230.90,8387.40,2245.60,5478.30,1530.20
654,889.29,1493.88,541.70,340.40,49.70,849.10,7047.10,742.50,643.00,7835.80,798.30,4652.30,3237.20,1307.80,5159.70,8293.60,2186.70,5495.40,1516.40
655,889.41,1495.44,545.30,302.60,47.70,841.30,6878.10,746.40,602.70,7912.50,780.90,4582.20,3086.80,1245.00,5182.70,8301.90,2203.60,5535.20,1466.20
656,889.53,1496.99,526.40,258.70,54.70,834.20,6690.10,737.80,574.30,8008.00,761.30,4527.40,2983.30,1193.10,5134.20,8246.00,2206.50,5535.20,1459.00
657,889.66,1498.54,528.90,260.60,44.20,853.00,6468.80,707.20,537.20,8108.20,743.70,4413.90,2813.20,1082.70,5028.70,8133.30,2080.60,5462.80,1507.20
658,889.78,1500.09,480.40,234.00,46.70,847.70,6270.20,721.10,510.70,8270.20,720.70,4348.20,2743.50,1067.60,5057.70,8178.60,2116.10,5532.10,1539.80
659,889.90,1501.64,451.80,211.50,41.80,875.00,6057.30,710.50,490.60,8471.90,721.80,4301.40,2638.80,1023.80,5022.10,8142.40,2115.30,5535.20,1503.90
660,890.02,1503.19,402.90,188.70,43.90,881.00,5846.20,717.70,474.00,8647.10,703.40,4280.30,2541.80,956.90,4963.00,8107.70,2063.60,5539.10,1469.80
661,890.15,1504.74,389.10,181.20,50.10,881.60,5641.90,729.00,438.60,8781.10,676.30,4215.20,2456.20,917.90,4960.60,8051.40,2078.10,5499.40,1492.80
662,890.27,1506.29,366.20,170.30,50.10,898.80,5480.50,702.90,428.20,8881.60,680.80,4165.00,2358.50,878.50,4894.30,7963.50,2030.50,5522.30,1406.00
663,890.39,1507.83,352.50,166.20,49.30,925.50,5346.80,713.20,423.40,9013.90,671.20,4104.70,2285.20,848.50,4869.40,8000.60,2011.30,5534.00,1449.20
664,890.51,1509.38,344.80,154.30,42.00,923.60,5218.70,694.20,396.10,9047.30,662.60,4080.70,2224.00,826.10,4858.80,7996.30,2023.80,5534.50,1412.50
665,890.64,1510.92,330.50,140.40,49.30,953.60,5137.40,695.40,380.40,9140.00,660.20,4078.50,2190.00,802.30,4837.90,7935.70,2021.80,5526.70,1357.10
666,890.76,1512.47,314.50,127.30,50.90,984.00,5012.10,695.40,361.30,9189.90,642.60,4031.90,2109.30,782.10,4808.30,7983.40,1970.40,5533.20,1406.50
667,890.88,1514.01,320.00,117.80,53.40,1017.00,4965.90,698.90,365.70,9257.20,650.90,4010.00,2065.10,761.70,4763.90,7893.50,1954.90,5520.20,1413.60
668,891.00,1515.55,321.90,136.10,52.50,1063.90,4881.30,704.10,343.70,9192.80,645.20,3969.10,2024.90,742.80,4750.40,7901.00,1986.80,5517.50,1426.30
669,891.13,1517.09,310.40,107.80,49.60,1078.90,4827.20,696.20,327.50,9038.10,618.90,3958.50,1977.20,700.10,4720.90,7891.10,1948.60,5540.80,1393.00
670,891.25,1518.63,299.20,98.00,53.50,1100.60,4774.60,684.10,320.80,8857.50,614.10,3923.50,1943.40,696.20,4707.60,7867.00,1949.50,5504.20,1452.30
671,891.37,1520.16,305.20,102.30,55.20,1107.10,4738.70,682.70,309.20,8639.00,619.10,3919.30,1908.20,673.00,4732.50,7804.40,1960.40,5514.70,1434.30
672,891.49,1521.70,297.50,99.40,57.20,1112.80,4697.50,678.50,290.60,8362.70,602.40,3879.40,1874.50,655.80,4703.70,7859.70,1935.70,5500.10,1450.30
673,891.61,1523.24,286.70,91.50,54.60,1094.30,4668.10,678.30,309.90,8171.10,597.80,3839.90,1819.70,633.80,4708.60,7800.80,1934.70,5501.70,1421.90
674,891.74,1524.77,293.00,95.60,57.70,1070.70,4633.30,677.20,285.40,8014.90,592.00,3828.40,1813.90,609.70,4669.00,7813.00,1922.20,5490.50,1470.00
675,891.86,1526.31,288.10,83.30,55.70,1061.70,4616.60,681.20,289.90,7945.10,604.80,3796.10,1776.40,622.00,4662.60,7799.30,1899.90,5511.50,1436.70
676,891.98,1527.84,283.40,80.30,65.10,1024.10,4578.70,681.20,276.60,7854.30,613.20,3807.60,1747.00,589.20,4653.20,7754.00,1903.40,5495.90,1456.80
677,892.10,1529.37,294.50,90.80,64.70,1025.10,4565.90,673.50,278.30,7862.90,590.60,3760.60,1733.60,568.50,4642.50,7748.10,1932.40,5507.20,1416.60
678,892.22,1530.90,283.00,88.20,63.80,1023.90,4553.90,674.80,264.40,7823.80,590.40,3740.70,1668.60,551.10,4609.40,7758.70,1886.70,5493.60,1401.00
679,892.35,1532.43,283.90,96.50,66.30,1023.70,4535.50,673.80,255.10,7845.10,584.20,3723.50,1667.00,545.20,4634.90,7756.60,1920.20,5544.90,1421.30
680,892.47,1533.96,272.40,103.10,73.60,1043.50,4536.80,662.10,254.30,7847.70,591.90,3733.00,1659.60,559.70,4617.20,7748.50,1936.80,5528.30,1449.50
681,892.59,1535.49,281.80,91.60,83.90,1056.30,4561.80,664.00,239.50,7896.70,560.40,3722.70,1625.50,534.30,4584.90,7743.00,1916.40,5458.40,1490.40
682,892.71,1537.02,282.80,99.30,80.00,1095.10,4587.60,631.70,221.50,7917.50,562.40,3715.10,1636.00,524.40,4568.50,7694.40,1895.40,5495.40,1521.80
683,892.83,1538.54,279.90,91.40,87.90,1163.50,4616.40,652.90,228.80,7999.70,559.20,3643.40,1564.10,491.50,4571.20,7701.50,1899.20,5480.70,1529.80
684,892.95,1540.07,281.70,95.60,89.70,1281.00,4695.50,659.30,221.30,8125.20,551.30,3660.90,1590.00,511.50,4551.20,7659.70,1876.30,5472.90,1493.40
685,893.08,1541.59,279.30,91.50,96.70,1441.80,4778.50,652.20,222.80,8221.10,565.00,3663.10,1560.80,484.00,4544.00,7704.80,1910.30,5493.90,1501.30
686,893.20,1543.11,280.50,79.90,99.70,1659.90,4894.40,660.20,208.00,8398.10,551.60,3631.30,1548.70,461.10,4561.40,7646.00,1864.30,5480.10,1505.00
687,893.32,1544.64,295.30,87.20,110.30,1991.90,4972.20,654.30,205.70,8584.60,557.70,3629.80,1550.40,471.10,4540.70,7597.10,1836.10,5448.50,1535.40
688,893.44,1546.16,299.60,81.60,118.30,2471.40,5088.00,647.80,181.00,8838.10,529.00,3621.10,1497.20,474.50,4512.20,7624.10,1853.70,5459.20,1574.30
689,893.56,1547.68,300.90,73.10,121.40,3152.10,5197.80,650.50,182.10,9205.20,538.10,3574.10,1462.60,441.90,4493.00,7598.10,1848.30,5438.10,1487.60
690,893.68,1549.20,316.10,69.60,136.40,4021.20,5336.20,637.50,178.00,9704.70,509.60,3589.40,1457.80,459.10,4510.10,7620.90,1866.30,5443.80,1433.80
691,893.80,1550.71,331.20,67.10,140.70,4965.70,5395.90,634.20,168.30,10256.80,506.40,3570.20,1414.70,430.30,4479.00,7559.10,1814.40,5397.30,1541.10
692,893.92,1552.23,325.50,58.50,155.10,5826.20,5486.90,633.10,159.00,10957.20,512.80,3552.70,1396.90,423.80,4497.00,7557.60,1840.40,5393.20,1528.40
693,894.05,1553.75,329.30,67.60,161.30,6446.90,5481.30,619.60,151.70,11734.50,495.70,3535.40,1402.20,431.20,4446.90,7515.70,1848.10,5389.80,1529.30
694,894.17,1555.26,355.30,57.70,173.70,6686.30,5468.30,630.80,151.50,12577.80,499.90,3506.40,1349.70,393.40,4415.30,7524.70,1821.90,5359.00,1581.70
695,894.29,1556.78,362.10,66.20,193.20,6473.50,5363.40,626.30,143.20,13329.40,494.80,3491.90,1335.10,402.60,4472.00,7506.60,1820.80,5348.00,1533.60
696,894.41,1558.29,376.10,63.90,203.60,5911.70,5279.40,628.60,163.50,14019.90,493.80,3510.80,1310.10,375.20,4459.90,7467.30,1829.30,5381.30,1613.90
697,894.53,1559.80,391.80,64.40,228.20,5151.80,5111.00,639.90,155.00,14421.60,489.70,3474.30,1285.40,364.50,4426.20,7491.50,1858.70,5401.80,1691.40
698,894.65,1561.31,418.90,65.30,243.10,4414.10,4993.40,615.80,143.40,14574.90,485.70,3484.00,1275.20,385.80,4393.00,7475.40,1848.10,5371.40,1691.90
699,894.77,1562.82,447.90,75.10,265.40,3820.70,4889.80,634.90,147.90,14537.70,483.60,3472.60,1272.70,410.50,4395.50,7402.60,1791.40,5325.50,1739.00
700,894.89,1564.33,478.90,71.70,297.50,3425.00,4765.70,619.70,138.50,14163.90,474.30,3435.70,1236.00,385.60,4366.10,7415.40,1792.90,5329.40,1711.70
701,895.01,1565.84,515.40,69.50,327.60,3225.30,4697.60,618.10,141.40,13604.30,465.00,3436.10,1198.20,353.80,4324.00,7344.40,1813.10,5335.60,1843.90
702,895.13,1567.35,574.10,87.30,369.10,3211.80,4656.20,627.30,133.90,12958.90,477.60,3430.70,1180.50,364.80,4301.00,7290.70,1788.90,5321.10,1852.60
703,895.26,1568.85,623.00,70.20,414.40,3314.20,4630.70,625.90,129.50,12291.60,444.60,3408.20,1175.50,367.20,4339.90,7384.70,1821.30,5297.20,1804.50
704,895.38,1570.36,694.80,72.30,485.40,3543.10,4543.00,615.30,120.50,11510.80,446.60,3392.50,1137.60,358.50,4295.10,7325.90,1805.00,5289.80,1849.70
705,895.50,1571.86,805.00,67.10,547.00,3930.80,4536.70,626.90,122.80,10873.10,447.90,3383.00,1102.00,347.00,4306.70,7302.60,1784.60,5255.00,1914.60
706,895.62,1573.36,918.00,86.50,623.10,4469.60,4524.70,624.60,137.30,10279.30,437.60,3373.70,1107.60,355.40,4268.10,7299.50,1774.90,5269.30,1857.60
707,895.74,1574.87,1035.00,67.40,703.20,5182.80,4453.10,613.50,140.80,9769.70,440.80,3341.30,1037.50,341.50,4259.70,7233.00,1777.70,5228.70,1897.00
